19:12:00.713551 config: drop-rate=0.00, max-delay=0s, seed=1574467920713298000
20:15:55.133572 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57907, sz=0 is delayed for 10ms
20:15:55.145257 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57907, sz=0 is delivered
20:16:43.512542 [queue=1] packet #1, 127.0.0.1:63278 -> 127.0.0.1:8080, sz=0 is delayed for 66ms
20:16:43.582337 [queue=0] packet #1, 127.0.0.1:63278 -> 127.0.0.1:8080, sz=0 is delivered
20:16:43.582670 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:63278, sz=0 is delayed for 95ms
20:16:43.680751 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:63278, sz=0 is delivered
20:16:43.681396 [queue=1] packet #1, 127.0.0.1:63278 -> 127.0.0.1:8080, sz=0 is delayed for 68ms
20:16:43.751272 [queue=0] packet #1, 127.0.0.1:63278 -> 127.0.0.1:8080, sz=0 is delivered
20:16:43.751603 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:63278, sz=0 is delayed for 66ms
20:16:43.822917 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:63278, sz=0 is delivered
20:16:44.970673 [queue=1] packet #1, 127.0.0.1:56459 -> 127.0.0.1:8080, sz=0 is delayed for 21ms
20:16:44.995961 [queue=0] packet #1, 127.0.0.1:56459 -> 127.0.0.1:8080, sz=0 is delivered
20:16:44.996344 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:56459, sz=0 is delayed for 96ms
20:16:45.095483 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:56459, sz=0 is delivered
20:16:45.096032 [queue=1] packet #1, 127.0.0.1:56459 -> 127.0.0.1:8080, sz=0 is delayed for 21ms
20:16:45.121189 [queue=0] packet #1, 127.0.0.1:56459 -> 127.0.0.1:8080, sz=0 is delivered
20:16:45.121435 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:56459, sz=0 is delayed for 22ms
20:16:45.147257 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:56459, sz=0 is delivered
20:16:46.419933 [queue=0] packet #1, 127.0.0.1:50906 -> 127.0.0.1:8080, sz=0 is dropped
20:16:50.277839 [queue=1] packet #1, 127.0.0.1:64316 -> 127.0.0.1:8080, sz=0 is delayed for 95ms
20:16:50.378272 [queue=0] packet #1, 127.0.0.1:64316 -> 127.0.0.1:8080, sz=0 is delivered
20:16:50.378688 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64316, sz=0 is delayed for 9ms
20:16:50.390343 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64316, sz=0 is delivered
20:16:50.390887 [queue=1] packet #1, 127.0.0.1:64316 -> 127.0.0.1:8080, sz=0 is delayed for 26ms
20:16:50.421911 [queue=0] packet #1, 127.0.0.1:64316 -> 127.0.0.1:8080, sz=0 is delivered
20:16:50.422174 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64316, sz=0 is delayed for 88ms
20:16:50.513167 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64316, sz=0 is delivered
20:16:51.610476 [queue=1] packet #1, 127.0.0.1:57441 -> 127.0.0.1:8080, sz=0 is delayed for 95ms
20:16:51.710407 [queue=0] packet #1, 127.0.0.1:57441 -> 127.0.0.1:8080, sz=0 is delivered
20:16:51.710888 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57441, sz=0 is delayed for 25ms
20:16:51.739809 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57441, sz=0 is delivered
20:16:51.740225 [queue=1] packet #1, 127.0.0.1:57441 -> 127.0.0.1:8080, sz=0 is delayed for 19ms
20:16:51.762529 [queue=0] packet #1, 127.0.0.1:57441 -> 127.0.0.1:8080, sz=0 is delivered
20:16:51.762969 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57441, sz=0 is delayed for 27ms
20:16:51.794291 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57441, sz=0 is delivered
20:16:52.692392 [queue=1] packet #1, 127.0.0.1:61429 -> 127.0.0.1:8080, sz=0 is delayed for 67ms
20:16:52.762196 [queue=0] packet #1, 127.0.0.1:61429 -> 127.0.0.1:8080, sz=0 is delivered
20:16:52.762635 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:61429, sz=0 is delayed for 36ms
20:16:52.804049 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:61429, sz=0 is delivered
20:16:52.804502 [queue=1] packet #1, 127.0.0.1:61429 -> 127.0.0.1:8080, sz=0 is delayed for 73ms
20:16:52.881970 [queue=0] packet #1, 127.0.0.1:61429 -> 127.0.0.1:8080, sz=0 is delivered
20:16:52.882384 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:61429, sz=0 is dropped
20:16:53.812571 [queue=1] packet #1, 127.0.0.1:51211 -> 127.0.0.1:8080, sz=0 is delayed for 5ms
20:16:53.817850 [queue=0] packet #1, 127.0.0.1:51211 -> 127.0.0.1:8080, sz=0 is delivered
20:16:53.818068 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51211, sz=0 is delayed for 12ms
20:16:53.832870 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51211, sz=0 is delivered
20:16:53.833249 [queue=1] packet #1, 127.0.0.1:51211 -> 127.0.0.1:8080, sz=0 is delayed for 95ms
20:16:53.930586 [queue=0] packet #1, 127.0.0.1:51211 -> 127.0.0.1:8080, sz=0 is delivered
20:16:53.930982 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51211, sz=0 is dropped
20:16:54.904304 [queue=0] packet #1, 127.0.0.1:56173 -> 127.0.0.1:8080, sz=0 is dropped
20:17:22.002525 [queue=0] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is dropped
20:17:24.005360 [queue=1] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is delayed for 13ms
20:17:24.018805 [queue=0] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is delivered
20:17:24.019200 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50315, sz=0 is dropped
20:17:26.007163 [queue=1] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is delayed for 25ms
20:17:26.035105 [queue=0] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is delivered
20:17:26.035543 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50315, sz=0 is delayed for 48ms
20:17:26.086925 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50315, sz=0 is delivered
20:17:26.087377 [queue=1] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is delayed for 62ms
20:17:26.152321 [queue=0] packet #1, 127.0.0.1:50315 -> 127.0.0.1:8080, sz=0 is delivered
20:17:26.152743 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50315, sz=0 is delayed for 51ms
20:17:26.205123 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50315, sz=0 is delivered
20:17:36.700147 [queue=1] packet #1, 127.0.0.1:51303 -> 127.0.0.1:8080, sz=0 is delayed for 56ms
20:17:36.759724 [queue=0] packet #1, 127.0.0.1:51303 -> 127.0.0.1:8080, sz=0 is delivered
20:17:36.760141 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51303, sz=0 is delayed for 68ms
20:17:36.831674 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:51303, sz=0 is delivered
20:17:36.832145 [queue=0] packet #1, 127.0.0.1:51303 -> 127.0.0.1:8080, sz=0 is dropped
20:18:34.660912 [queue=1] packet #1, 127.0.0.1:57502 -> 127.0.0.1:8080, sz=0 is delayed for 28ms
20:18:34.693922 [queue=0] packet #1, 127.0.0.1:57502 -> 127.0.0.1:8080, sz=0 is delivered
20:18:34.694218 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57502, sz=0 is delayed for 82ms
20:18:34.777023 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57502, sz=0 is delivered
20:18:34.777500 [queue=1] packet #1, 127.0.0.1:57502 -> 127.0.0.1:8080, sz=0 is delayed for 2ms
20:18:34.780192 [queue=0] packet #1, 127.0.0.1:57502 -> 127.0.0.1:8080, sz=0 is delivered
20:18:34.780555 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:57502, sz=0 is dropped
20:18:59.384821 [queue=0] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:8007, sz=0 is dropped
20:19:02.393960 [queue=1] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:8007, sz=0 is delayed for 14ms
20:19:02.408243 [queue=0] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:8007, sz=0 is delivered
20:19:02.409454 [queue=0] packet #4294967287, 127.0.0.1:53614 -> 127.0.0.1:61207, sz=0 is dropped
20:19:05.403674 [queue=1] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:8007, sz=0 is delayed for 63ms
20:19:05.470611 [queue=0] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:8007, sz=0 is delivered
20:19:05.471924 [queue=1] packet #4294967287, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 73ms
20:19:05.545746 [queue=0] packet #4294967287, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.546383 [queue=1] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=0 is delayed for 4ms
20:19:05.548567 [queue=2] packet #4294967288, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 7ms
20:19:05.548684 [queue=3] packet #4294967289, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 28ms
20:19:05.548831 [queue=4] packet #4294967290, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 84ms
20:19:05.548990 [queue=5] packet #4294967291, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 26ms
20:19:05.549137 [queue=6] packet #4294967292, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 86ms
20:19:05.549296 [queue=7] packet #4294967293, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 84ms
20:19:05.549439 [queue=8] packet #4294967294, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 12ms
20:19:05.549589 [queue=9] packet #4294967295, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 50ms
20:19:05.549746 [queue=9] packet #1, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is dropped
20:19:05.549904 [queue=10] packet #2, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 91ms
20:19:05.550532 [queue=9] packet #4294967287, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=0 is delivered
20:19:05.557057 [queue=8] packet #4294967288, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.557855 [queue=9] packet #4294967288, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 80ms
20:19:05.562743 [queue=8] packet #4294967294, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.563459 [queue=8] packet #4294967294, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is dropped
20:19:05.575409 [queue=7] packet #4294967291, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.576100 [queue=8] packet #4294967291, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 18ms
20:19:05.577205 [queue=7] packet #4294967289, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.578003 [queue=8] packet #4294967289, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 13ms
20:19:05.593398 [queue=7] packet #4294967289, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.594475 [queue=6] packet #4294967291, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.599776 [queue=5] packet #4294967295, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.600566 [queue=6] packet #4294967295, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 78ms
20:19:05.637530 [queue=3] packet #4294967292, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.637547 [queue=3] packet #4294967290, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.637848 [queue=3] packet #4294967293, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.638852 [queue=2] packet #4294967288, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.641650 [queue=1] packet #2, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.641747 [queue=2] packet #4294967292, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 97ms
20:19:05.644404 [queue=3] packet #4294967290, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 11ms
20:19:05.646397 [queue=4] packet #4294967293, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 97ms
20:19:05.646969 [queue=5] packet #2, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 73ms
20:19:05.655653 [queue=4] packet #4294967290, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.681673 [queue=3] packet #4294967295, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.724252 [queue=2] packet #2, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.740192 [queue=1] packet #4294967292, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.744193 [queue=0] packet #4294967293, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.850044 [queue=0] packet #3, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is dropped
20:19:05.850183 [queue=1] packet #4, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 70ms
20:19:05.850374 [queue=2] packet #5, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 43ms
20:19:05.850561 [queue=3] packet #6, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 64ms
20:19:05.850731 [queue=4] packet #7, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 81ms
20:19:05.850913 [queue=5] packet #8, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 19ms
20:19:05.873621 [queue=4] packet #8, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.874467 [queue=5] packet #8, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 24ms
20:19:05.896379 [queue=4] packet #5, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.897305 [queue=5] packet #5, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 27ms
20:19:05.899174 [queue=4] packet #8, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.918861 [queue=3] packet #6, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.920471 [queue=2] packet #4, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.920554 [queue=3] packet #6, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 23ms
20:19:05.921224 [queue=3] packet #4, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is dropped
20:19:05.925874 [queue=2] packet #5, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.932756 [queue=1] packet #7, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:05.934532 [queue=2] packet #7, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 28ms
20:19:05.944442 [queue=1] packet #6, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:05.965985 [queue=0] packet #7, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.577951 [queue=1] packet #4294967294, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 68ms
20:19:10.578855 [queue=2] packet #1, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 42ms
20:19:10.579296 [queue=3] packet #3, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 96ms
20:19:10.579487 [queue=4] packet #4, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 85ms
20:19:10.621081 [queue=3] packet #1, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.622458 [queue=4] packet #1, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 39ms
20:19:10.647382 [queue=3] packet #4294967294, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.648071 [queue=4] packet #4294967294, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 78ms
20:19:10.662088 [queue=3] packet #1, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.664883 [queue=2] packet #4, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.666216 [queue=3] packet #4, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 3ms
20:19:10.670141 [queue=2] packet #4, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.676112 [queue=1] packet #3, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.678232 [queue=2] packet #3, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 35ms
20:19:10.718422 [queue=1] packet #3, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.727595 [queue=0] packet #4294967294, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.737862 [queue=1] packet #9, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 52ms
20:19:10.738064 [queue=2] packet #10, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 80ms
20:19:10.738124 [queue=3] packet #11, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 82ms
20:19:10.738160 [queue=4] packet #12, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 55ms
20:19:10.738197 [queue=5] packet #13, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 65ms
20:19:10.738323 [queue=6] packet #14, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 74ms
20:19:10.738378 [queue=7] packet #15, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 24ms
20:19:10.738867 [queue=8] packet #16, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 66ms
20:19:10.738999 [queue=9] packet #17, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 40ms
20:19:10.739287 [queue=10] packet #18, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delayed for 16ms
20:19:10.758219 [queue=9] packet #18, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.759165 [queue=10] packet #18, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 0s
20:19:10.759346 [queue=9] packet #18, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.763062 [queue=8] packet #15, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.763986 [queue=8] packet #15, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is dropped
20:19:10.782877 [queue=7] packet #17, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.788719 [queue=8] packet #17, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 19ms
20:19:10.790597 [queue=7] packet #9, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.791814 [queue=8] packet #9, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 90ms
20:19:10.793392 [queue=7] packet #12, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.795206 [queue=8] packet #12, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 34ms
20:19:10.803937 [queue=7] packet #13, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.805239 [queue=6] packet #13, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is dropped
20:19:10.805288 [queue=6] packet #16, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.806150 [queue=6] packet #16, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is dropped
20:19:10.808802 [queue=5] packet #17, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.813607 [queue=4] packet #14, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.814963 [queue=5] packet #14, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 38ms
20:19:10.818345 [queue=4] packet #10, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.819473 [queue=5] packet #10, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delayed for 47ms
20:19:10.820948 [queue=4] packet #11, 127.0.0.1:61207 -> 127.0.0.1:58241, sz=10 is delivered
20:19:10.822509 [queue=4] packet #11, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is dropped
20:19:10.830731 [queue=3] packet #12, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.858038 [queue=2] packet #14, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.868201 [queue=1] packet #10, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:19:10.885404 [queue=0] packet #9, 127.0.0.1:58241 -> 127.0.0.1:61207, sz=0 is delivered
20:24:12.740005 [queue=1] packet #1, 127.0.0.1:64900 -> 127.0.0.1:8080, sz=0 is delayed for 83ms
20:24:12.826614 [queue=0] packet #1, 127.0.0.1:64900 -> 127.0.0.1:8080, sz=0 is delivered
20:24:12.827049 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64900, sz=0 is delayed for 44ms
20:24:12.875111 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64900, sz=0 is delivered
20:24:12.875602 [queue=1] packet #1, 127.0.0.1:64900 -> 127.0.0.1:8080, sz=0 is delayed for 69ms
20:24:12.947926 [queue=0] packet #1, 127.0.0.1:64900 -> 127.0.0.1:8080, sz=0 is delivered
20:24:12.948326 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64900, sz=0 is delayed for 45ms
20:24:12.994667 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:64900, sz=0 is delivered
20:24:14.051629 [queue=1] packet #1, 127.0.0.1:62655 -> 127.0.0.1:8080, sz=0 is delayed for 90ms
20:24:14.145782 [queue=0] packet #1, 127.0.0.1:62655 -> 127.0.0.1:8080, sz=0 is delivered
20:24:14.146163 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:62655, sz=0 is delayed for 69ms
20:24:14.218395 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:62655, sz=0 is delivered
20:24:14.218929 [queue=1] packet #1, 127.0.0.1:62655 -> 127.0.0.1:8080, sz=0 is delayed for 55ms
20:24:14.278057 [queue=0] packet #1, 127.0.0.1:62655 -> 127.0.0.1:8080, sz=0 is delivered
20:24:14.278795 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:62655, sz=0 is delayed for 68ms
20:24:14.350747 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:62655, sz=0 is delivered
20:24:15.152960 [queue=1] packet #1, 127.0.0.1:50781 -> 127.0.0.1:8080, sz=0 is delayed for 77ms
20:24:15.233348 [queue=0] packet #1, 127.0.0.1:50781 -> 127.0.0.1:8080, sz=0 is delivered
20:24:15.233786 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50781, sz=0 is delayed for 61ms
20:24:15.299372 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50781, sz=0 is delivered
20:24:15.299859 [queue=1] packet #1, 127.0.0.1:50781 -> 127.0.0.1:8080, sz=0 is delayed for 50ms
20:24:15.354011 [queue=0] packet #1, 127.0.0.1:50781 -> 127.0.0.1:8080, sz=0 is delivered
20:24:15.354318 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50781, sz=0 is delayed for 37ms
20:24:15.396111 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:50781, sz=0 is delivered
20:24:16.150766 [queue=1] packet #1, 127.0.0.1:49270 -> 127.0.0.1:8080, sz=0 is delayed for 45ms
20:24:16.200431 [queue=0] packet #1, 127.0.0.1:49270 -> 127.0.0.1:8080, sz=0 is delivered
20:24:16.200814 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:49270, sz=0 is delayed for 75ms
20:24:16.276905 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:49270, sz=0 is delivered
20:24:16.277346 [queue=1] packet #1, 127.0.0.1:49270 -> 127.0.0.1:8080, sz=0 is delayed for 27ms
20:24:16.308559 [queue=0] packet #1, 127.0.0.1:49270 -> 127.0.0.1:8080, sz=0 is delivered
20:24:16.309775 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:49270, sz=0 is delayed for 21ms
20:24:16.335260 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:49270, sz=0 is delivered
20:24:17.168606 [queue=1] packet #1, 127.0.0.1:59300 -> 127.0.0.1:8080, sz=0 is delayed for 22ms
20:24:17.194686 [queue=0] packet #1, 127.0.0.1:59300 -> 127.0.0.1:8080, sz=0 is delivered
20:24:17.195078 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59300, sz=0 is delayed for 38ms
20:24:17.238057 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59300, sz=0 is delivered
20:24:17.238501 [queue=1] packet #1, 127.0.0.1:59300 -> 127.0.0.1:8080, sz=0 is delayed for 69ms
20:24:17.312359 [queue=0] packet #1, 127.0.0.1:59300 -> 127.0.0.1:8080, sz=0 is delivered
20:24:17.312782 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59300, sz=0 is delayed for 24ms
20:24:17.339830 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:59300, sz=0 is delivered
20:24:18.140486 [queue=1] packet #1, 127.0.0.1:53691 -> 127.0.0.1:8080, sz=0 is delayed for 69ms
20:24:18.214308 [queue=0] packet #1, 127.0.0.1:53691 -> 127.0.0.1:8080, sz=0 is delivered
20:24:18.214637 [queue=1] packet #1, 127.0.0.1:8080 -> 127.0.0.1:53691, sz=0 is delayed for 5ms
20:24:18.220851 [queue=0] packet #1, 127.0.0.1:8080 -> 127.0.0.1:53691, sz=0 is delivered
20:24:18.221292 [queue=1] packet #1, 127.0.0.1:53691 -> 127.0.0.1:8080, sz=0 is delayed for 34ms
